Numero documento;Tp doc;Nº direc;Nombre deudor;Fecha factura;Fecha vto;AF ;Nº per;Est pago;Importe bruto;Importe pendiente;Cd mon;Condic pago;Fecha de Pago;Tipo cambio USD;Tipo cambio EUR;Impte pend Mext USD;Impte pend Mext EUR;
23000247;PV;8006;AIR FRANCE;05/04/2023;09/06/2023;23;4;H;46434581;46434581;COP; ;;;;;;
23000197;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;10/04/2023;11/04/2023;23;4;H;4016933;4016933;COP;002;;;;;;
23000198;PV;10229;ENEL COLOMBIA S.A  E.S.P;10/04/2023;11/04/2023;23;4;H;7627040;7627040;COP;002;;;;;;
23000199;PV;10229;ENEL COLOMBIA S.A  E.S.P;10/04/2023;11/04/2023;23;4;P;-44524140;;COP;002;;;;;;
23000201;PV;10229;ENEL COLOMBIA S.A  E.S.P;10/04/2023;11/04/2023;23;4;H;44528470;44528470;COP;002;;;;;;
23000202;PV;8044;BANCOLOMBIA S.A.;11/04/2023;13/04/2023;23;4;H;3482846000;3482846000;COP; ;;;;;;
23000231;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;11/04/2023;09/06/2023;23;4;H;12890432;12890432;COP; ;;;;;;
23000203;PV;8044;BANCOLOMBIA S.A.;12/04/2023;28/04/2023;23;4;H;16601140000;16601140000;COP; ;;;;;;
23000204;PV;16248;FONDO NACIONAL AMBIENTAL-FONAM;12/04/2023;13/04/2023;23;4;H;4772000;4772000;COP; ;;;;;;
23000223;PV;8463;FAST COLOMBIA S.A.S;13/04/2023;09/06/2023;23;4;P;2121;;COP; ;;;;;;
23000205;PV;8011;COMUNICACION CELULAR SA COMCEL SA;14/04/2023;18/04/2023;23;4;P;-64580;;COP; ;;;;;;
23000206;PV;8011;COMUNICACION CELULAR SA COMCEL SA;14/04/2023;18/04/2023;23;4;H;64580;64580;COP; ;;;;;;
23000207;PV;8011;COMUNICACION CELULAR SA COMCEL SA;14/04/2023;18/04/2023;23;4;H;2256613;2256613;COP; ;;;;;;
23000208;PV;10229;ENEL COLOMBIA S.A  E.S.P;17/04/2023;18/04/2023;23;4;H;3248260;3248260;COP;002;;;;;;
23000209;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;17/04/2023;18/04/2023;23;4;H;107791510;107791510;COP; ;;;;;;
23000211;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;17/04/2023;18/04/2023;23;4;H;666399710;666399710;COP; ;;;;;;
23000212;PV;10033;EAB ESP ASEO;17/04/2023;18/04/2023;23;4;H;32317320;32317320;COP; ;;;;;;
23000213;PV;10033;EAB ESP ASEO;17/04/2023;18/04/2023;23;4;H;167199860;167199860;COP; ;;;;;;
23000221;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;17/04/2023;16/06/2023;23;4;H;147517168;147517168;COP; ;;;;;;
23000240;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;17/04/2023;16/06/2023;23;4;H;465652;14932;COP; ;;;;;;
23000243;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;17/04/2023;16/06/2023;23;4;H;784351;784351;COP; ;;;;;;
23000244;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;17/04/2023;16/06/2023;23;4;H;52090284;52090284;COP; ;;;;;;
23000246;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;17/04/2023;16/06/2023;23;4;H;127603886;127603886;COP; ;;;;;;
23000214;PV;8044;BANCOLOMBIA S.A.;19/04/2023;21/04/2023;23;4;H;1792667000;1792667000;COP; ;;;;;;
23000230;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;19/04/2023;16/06/2023;23;4;H;15281009;15281009;COP; ;;;;;;
23000232;PV;8203;SPIRIT AIRLINES INC;19/04/2023;16/06/2023;23;4;H;175193578;175193578;COP; ;;;;;;
23000237;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;19/04/2023;16/06/2023;23;4;H;78959167;78959167;COP; ;;;;;;
23000242;PV;9666;AVIANCA S.A;19/04/2023;16/06/2023;23;4;P;1104025572;;COP;002;;;;;;
23000215;PV;8551;CARGEX S.A.;20/04/2023;21/04/2023;23;4;P;6165600;;COP; ;;;;;;
23000222;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;20/04/2023;23/06/2023;23;4;H;22635699;3712793;COP; ;;;;;;
23000224;PV;8018;IBERIA LINEAS AEREAS DE ESPAÑA SA;20/04/2023;23/06/2023;23;4;H;107617593;107617593;COP; ;;;;;;
23000233;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;20/04/2023;23/06/2023;23;4;P;16237507;;COP; ;;;;;;
23000241;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;20/04/2023;23/06/2023;23;4;H;55445142;6903153;COP; ;;;;;;
23000216;PV;10054;FIDUCIARIA BANCOLOMBIA S A;21/04/2023;19/05/2023;23;4;H;6902000;6902000;COP;002;;;;;;
23000217;PV;16571;P.A. FIDUCOLDEX FONTUR RECAUDOS;21/04/2023;25/04/2023;23;4;H;745497000;745497000;COP; ;;;;;;
23000218;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;21/04/2023;25/04/2023;23;4;H;884824;884824;COP; ;;;;;;
23000219;PV;20040;CELSIA COLOMBIA SA ESP;21/04/2023;25/04/2023;23;4;H;1426558744;1426558744;COP; ;;;;;;
23000220;PV;9894;CAMARA DE COMERCIO DE BOGOTA;24/04/2023;24/04/2023;23;4;P;74375000;;COP;002;;;;;;
23000228;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;25/04/2023;12/05/2023;23;4;H;3086033;3086033;COP; ;;;;;;
23000229;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;25/04/2023;12/05/2023;23;4;H;153520721;153520721;COP; ;;;;;;
23000248;PV;10033;EAB ESP ASEO;26/04/2023;28/04/2023;23;4;H;100310;100310;COP; ;;;;;;
23000249;PV;9582;ETB SA ESP;27/04/2023;28/04/2023;23;4;H;5507760;5507760;COP;002;;;;;;
23000278;PV;8030;AEROLINEAS ARGENTINAS  S.A.;02/05/2023;30/06/2023;23;5;P;37094704;;COP; ;;;;;;
23000292;PV;8368;CUANTIAS MENORES;02/05/2023;30/06/2023;23;5;P;-17584892;;COP; ;;;;;;
23000313;PV;37443;ARAJET-SUCURSAL COLOMBIA;02/05/2023;30/06/2023;23;5;H;17584892;17584892;COP; ;;;;;;
23000298;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;03/05/2023;07/07/2023;23;5;H;87622332;87622332;COP; ;;;;;;
23000308;PV;14599;AIR EUROPA;03/05/2023;07/07/2023;23;5;H;43947128;43947128;COP; ;;;;;;
23000252;PV;10188;ENERTOTAL S.A. E.S.P.;04/05/2023;05/05/2023;23;5;H;170128299;170128299;COP;002;;;;;;
23000253;PV;10188;ENERTOTAL S.A. E.S.P.;04/05/2023;05/05/2023;23;5;H;999089;999089;COP;002;;;;;;
23000281;PV;8240;JETBLUE AIRWAYS CORPORATION;04/05/2023;07/07/2023;23;5;H;16529100;16529100;COP; ;;;;;;
23000286;PV;8277;AIR CANADA SUCURSAL COLOMBIA;04/05/2023;07/07/2023;23;5;H;152538108;152538108;COP; ;;;;;;
23000312;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;04/05/2023;07/07/2023;23;5;H;14124743;14124743;COP; ;;;;;;
23000254;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;05/05/2023;12/05/2023;23;5;H;654228;654228;COP; ;;;;;;
23000255;PV;10229;ENEL COLOMBIA S.A  E.S.P;08/05/2023;09/05/2023;23;5;H;324870;324870;COP;002;;;;;;
23000306;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;08/05/2023;07/07/2023;23;5;H;101191698;101191698;COP; ;;;;;;
23000310;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;08/05/2023;07/07/2023;23;5;H;11878522;11878522;COP; ;;;;;;
23000256;PV;10229;ENEL COLOMBIA S.A  E.S.P;10/05/2023;12/05/2023;23;5;H;3201790;3201790;COP;002;;;;;;
23000277;PV;8006;AIR FRANCE;10/05/2023;14/07/2023;23;5;H;43546903;43546903;COP; ;;;;;;
23000258;PV;17347;MUNICIPIO DE FUNZA;11/05/2023;12/05/2023;23;5;H;21921000;21921000;COP; ;;;;;;
23000259;PV;36333;FUNDACIÓN SHE IS;11/05/2023;19/05/2023;23;5;H;52000000;52000000;COP; ;;;;;;
23000296;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;11/05/2023;14/07/2023;23;5;H;21743468;21743468;COP; ;;;;;;
23000309;PV;14953;TURKISH AIRLINES INC COLOMBIA;11/05/2023;14/07/2023;23;5;H;15811668;15811668;COP; ;;;;;;
23000311;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;11/05/2023;14/07/2023;23;5;H;57083096;57083096;COP; ;;;;;;
23000260;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;12/05/2023;16/05/2023;23;5;H;4016933;4016933;COP;002;;;;;;
23000261;PV;8011;COMUNICACION CELULAR SA COMCEL SA;12/05/2023;16/05/2023;23;5;H;2103920;2103920;COP; ;;;;;;
23000262;PV;8011;COMUNICACION CELULAR SA COMCEL SA;12/05/2023;16/05/2023;23;5;H;64580;64580;COP; ;;;;;;
23000279;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;12/05/2023;14/07/2023;23;5;H;18187822;1681227;COP; ;;;;;;
23000263;PV;10229;ENEL COLOMBIA S.A  E.S.P;15/05/2023;16/05/2023;23;5;H;51204670;51204670;COP;002;;;;;;
23000264;PV;10229;ENEL COLOMBIA S.A  E.S.P;15/05/2023;16/05/2023;23;5;H;8921500;8921500;COP;002;;;;;;
23000276;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;15/05/2023;14/07/2023;23;5;H;19854309;19854309;COP; ;;;;;;
23000283;PV;8268;AEROREPUBLICA S.A WINGO;15/05/2023;14/07/2023;23;5;P;360332454;;COP; ;;;;;;
23000265;PV;16248;FONDO NACIONAL AMBIENTAL-FONAM;16/05/2023;18/05/2023;23;5;H;1413684823;1413684823;COP; ;;;;;;
23000284;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;16/05/2023;14/07/2023;23;5;H;185249406;185249406;COP; ;;;;;;
23000291;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;16/05/2023;14/07/2023;23;5;H;115206492;115206492;COP; ;;;;;;
23000293;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;16/05/2023;14/07/2023;23;5;H;52476494;52476494;COP; ;;;;;;
23000303;PV;8483;LATAM AIRLINES GROUP S.A. SUCURSAL COLOM;16/05/2023;14/07/2023;23;5;H;71286591;71286591;COP; ;;;;;;
23000305;PV;9666;AVIANCA S.A;17/05/2023;21/07/2023;23;5;P;-986103715;;COP;002;;;;;;
23000314;PV;9666;AVIANCA S.A;17/05/2023;21/07/2023;23;5;P;982103715;;COP;002;;;;;;
23000266;PV;8044;BANCOLOMBIA S.A.;18/05/2023;19/05/2023;23;5;H;1698569000;1698569000;COP; ;;;;;;
23000267;PV;10033;EAB ESP ASEO;18/05/2023;19/05/2023;23;5;H;33396320;33396320;COP; ;;;;;;
23000268;PV;10033;EAB ESP ASEO;18/05/2023;19/05/2023;23;5;P;-283303920;;COP; ;;;;;;
23000299;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;19/05/2023;21/07/2023;23;5;H;24851108;24851108;COP; ;;;;;;
23000316;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;19/05/2023;21/07/2023;23;5;H;22623503;22623503;COP; ;;;;;;
23000269;PV;9582;ETB SA ESP;20/05/2023;24/05/2023;23;5;H;5465970;5465970;COP;002;;;;;;
23000270;PV;29663;URIZA PARDO ASESORES LEGALES S.A.S;20/05/2023;24/05/2023;23;5;H;718720;718720;COP; ;;;;;;
23000271;PV;20040;CELSIA COLOMBIA SA ESP;20/05/2023;24/05/2023;23;5;H;1377168333;1377168333;COP; ;;;;;;
23000272;PV;10229;ENEL COLOMBIA S.A  E.S.P;23/05/2023;26/05/2023;23;5;H;325620;325620;COP;002;;;;;;
23000294;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;23/05/2023;21/07/2023;23;5;H;43015273;5355583;COP; ;;;;;;
23000295;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;23/05/2023;21/07/2023;23;5;H;169516;1376;COP; ;;;;;;
23000297;PV;8463;FAST COLOMBIA S.A.S;23/05/2023;21/07/2023;23;5;H;63617;6114;COP; ;;;;;;
23000302;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;23/05/2023;21/07/2023;23;5;P;9035568;;COP; ;;;;;;
23000304;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;23/05/2023;21/07/2023;23;5;H;11788178;11788178;COP; ;;;;;;
23000273;PV;10033;EAB ESP ASEO;24/05/2023;19/05/2023;23;5;H;283303990;283303990;COP; ;;;;;;
23000274;PV;10054;FIDUCIARIA BANCOLOMBIA S A;24/05/2023;16/06/2023;23;5;H;6902000;6902000;COP;002;;;;;;
23000275;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;24/05/2023;09/06/2023;23;5;H;1513613;1513613;COP; ;;;;;;
23000288;PV;17347;MUNICIPIO DE FUNZA;25/05/2023;26/05/2023;23;5;P;35262380115;;COP; ;;;;;;
23000289;PV;8574;DIRECCION DISTRITAL DE TESORERIA;25/05/2023;26/05/2023;23;5;P;1,12279E+11;;COP; ;;;;;;
23000301;PV;10079;PAUL HASTINGS LLP;25/05/2023;09/06/2023;23;6;P;-59251437;;COP;002;;;;;;
23000307;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;25/05/2023;16/06/2023;23;5;P;97580000;;COP;002;;;;;;
23000317;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;26/05/2023;09/06/2023;23;5;H;4556315;4556315;COP; ;;;;;;
23000318;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;26/05/2023;09/06/2023;23;5;H;135185252;135185252;COP; ;;;;;;
23000380;PV;8244;BEUMER GROUP COLOMBIA SAS;30/05/2023;30/05/2023;23;5;P;-7848;;COP; ;;;;;;
23000382;PV;9630;OMEGA SOLUCIONES WEB SAS;30/05/2023;30/05/2023;23;5;H;1454550;1454550;COP;002;;;;;;
23000389;PV;14905;AGENCIA DE ADUANAS BLU LOGISTICS S.A. NI;30/05/2023;30/05/2023;23;5;H;7848;7848;COP; ;;;;;;
23000319;PV;8044;BANCOLOMBIA S.A.;01/06/2023;01/06/2023;23;6;H;1910000;1910000;COP; ;;;;;;
23000320;PV;33224;GOBERNACION DE CUNDINAMARCA;01/06/2023;01/06/2023;23;6;H;945400;945400;COP; ;;;;;;
23000321;PV;8044;BANCOLOMBIA S.A.;01/06/2023;01/06/2023;23;6;P;-1257000;;COP; ;;;;;;
23000327;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;01/06/2023;05/06/2023;23;6;H;18557943;18557943;COP; ;;;;;;
23000328;PV;10188;ENERTOTAL S.A. E.S.P.;02/06/2023;05/06/2023;23;6;H;192609035;192609035;COP;002;;;;;;
23000329;PV;10188;ENERTOTAL S.A. E.S.P.;02/06/2023;05/06/2023;23;6;H;844656;844656;COP;002;;;;;;
23000377;PV;8240;JETBLUE AIRWAYS CORPORATION;02/06/2023;02/08/2023;23;6;P;-20054429;;COP; ;;;;;;
23000330;PV;8574;DIRECCION DISTRITAL DE TESORERIA;05/06/2023;05/06/2023;23;6;P;1110579014;;COP; ;;;;;;
23000331;PV;17347;MUNICIPIO DE FUNZA;05/06/2023;05/06/2023;23;6;P;348788941;;COP; ;;;;;;
23000357;PV;14599;AIR EUROPA;05/06/2023;04/08/2023;23;6;H;45889587;45889587;COP; ;;;;;;
23000332;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;06/06/2023;09/06/2023;23;6;H;857057;857057;COP;002;;;;;;
23000353;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;06/06/2023;04/08/2023;23;6;H;50071554;50071554;COP; ;;;;;;
23000364;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;06/06/2023;04/08/2023;23;6;H;48480336;48480336;COP; ;;;;;;
23000368;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;06/06/2023;04/08/2023;23;6;P;-33273085;;COP; ;;;;;;
23000369;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;06/06/2023;04/08/2023;23;6;H;6115643;6115643;COP; ;;;;;;
23000378;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;06/06/2023;04/08/2023;23;6;H;71628851;71628851;COP; ;;;;;;
23000333;PV;8044;BANCOLOMBIA S.A.;07/06/2023;13/06/2023;23;6;H;29338878516;29338878516;COP; ;;;;;;
23000334;PV;8044;BANCOLOMBIA S.A.;07/06/2023;09/06/2023;23;6;H;3497354000;3497354000;COP; ;;;;;;
23000335;PV;8011;COMUNICACION CELULAR SA COMCEL SA;07/06/2023;16/06/2023;23;6;H;2103920;2103920;COP; ;;;;;;
23000336;PV;8044;BANCOLOMBIA S.A.;08/06/2023;09/06/2023;23;6;H;1370000;1370000;COP; ;;;;;;
23000337;PV;8011;COMUNICACION CELULAR SA COMCEL SA;08/06/2023;16/06/2023;23;6;H;64580;64580;COP; ;;;;;;
23000338;PV;10229;ENEL COLOMBIA S.A  E.S.P;08/06/2023;09/06/2023;23;6;H;7973510;7973510;COP;002;;;;;;
23000339;PV;10229;ENEL COLOMBIA S.A  E.S.P;08/06/2023;09/06/2023;23;6;H;47216060;47216060;COP;002;;;;;;
23000370;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;08/06/2023;11/08/2023;23;6;H;25147099;25147099;COP; ;;;;;;
23000373;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;08/06/2023;11/08/2023;23;6;H;16520591;16520591;COP; ;;;;;;
23000376;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;08/06/2023;11/08/2023;23;6;H;21400187;1978169;COP; ;;;;;;
23000367;PV;14953;TURKISH AIRLINES INC COLOMBIA;09/06/2023;11/08/2023;23;9;H;23227198;23227198;COP; ;;;;;;
23000375;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;11/06/2023;11/08/2023;23;6;H;24665549;24665549;COP; ;;;;;;
23000340;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13/06/2023;14/06/2023;23;6;H;3159876;3159876;COP;002;;;;;;
23000341;PV;19547;HSBC BANK USA N A;13/06/2023;15/06/2023;23;6;P;1,26971E+11;;COP; ;;;;;;
23000342;PV;10229;ENEL COLOMBIA S.A  E.S.P;13/06/2023;14/06/2023;23;6;H;3089940;3089940;COP;002;;;;;;
23000343;PV;20040;CELSIA COLOMBIA SA ESP;14/06/2023;16/06/2023;23;6;H;1418394732;1418394732;COP; ;;;;;;
23000344;PV;34791;COMPAÑIA COLOMBIANA DE TABACO S.A.S;14/06/2023;16/06/2023;23;6;P;33603594;;COP; ;;;;;;
23000345;PV;10033;EAB ESP ASEO;14/06/2023;16/06/2023;23;6;H;32134990;32134990;COP; ;;;;;;
23000358;PV;8006;AIR FRANCE;14/06/2023;18/08/2023;23;6;H;47360624;47360624;COP; ;;;;;;
23000346;PV;10033;EAB ESP ASEO;15/06/2023;16/06/2023;23;6;H;186593170;186580320;COP; ;;;;;;
23000347;PV;8044;BANCOLOMBIA S.A.;15/06/2023;16/06/2023;23;6;H;1784295000;1784295000;COP; ;;;;;;
23000355;PV;8268;AEROREPUBLICA S.A WINGO;15/06/2023;18/08/2023;23;6;P;166331929;;COP; ;;;;;;
23000363;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;15/06/2023;18/08/2023;23;6;H;147764700;147764700;COP; ;;;;;;
23000361;PV;9666;AVIANCA S.A;16/06/2023;18/08/2023;23;6;P;977153806;;COP;002;;;;;;
23000371;PV;8203;SPIRIT AIRLINES INC;20/06/2023;18/08/2023;23;6;H;93829698;93829698;COP; ;;;;;;
23000348;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;21/06/2023;07/07/2023;23;6;P;24395000;;COP;002;;;;;;
23000349;PV;10229;ENEL COLOMBIA S.A  E.S.P;21/06/2023;23/06/2023;23;6;H;325430;325430;COP;002;;;;;;
23000350;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;21/06/2023;07/07/2023;23;6;H;3664506;3664506;COP; ;;;;;;
23000351;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;21/06/2023;07/07/2023;23;6;H;115767166;115767166;COP; ;;;;;;
23000354;PV;8030;AEROLINEAS ARGENTINAS  S.A.;21/06/2023;25/08/2023;23;6;P;17436723;;COP; ;;;;;;
23000356;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;21/06/2023;25/08/2023;23;6;H;113968756;113968756;COP; ;;;;;;
23000359;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;21/06/2023;25/08/2023;23;6;P;-596183;;COP; ;;;;;;
23000360;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;21/06/2023;25/08/2023;23;6;H;45099722;5615105;COP; ;;;;;;
23000365;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;21/06/2023;25/08/2023;23;6;P;7484265;;COP; ;;;;;;
23000366;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;21/06/2023;25/08/2023;23;6;H;18417616;18417616;COP; ;;;;;;
23000372;PV;37443;ARAJET-SUCURSAL COLOMBIA;21/06/2023;25/08/2023;23;6;H;3082697;3082697;COP; ;;;;;;
23000665;PV;14905;AGENCIA DE ADUANAS BLU LOGISTICS S.A. NI;21/06/2023;29/06/2023;23;6;H;93849;93849;COP; ;;;;;;
23000352;PV;8044;BANCOLOMBIA S.A.;23/06/2023;30/06/2023;23;6;H;82103551110;82103551110;COP; ;;;;;;
23000379;PV;10054;FIDUCIARIA BANCOLOMBIA S A;26/06/2023;21/07/2023;23;6;H;6902000;6902000;COP;002;;;;;;
23000383;PV;8437;VERTICAL DE AVIACION S.A.S;26/06/2023;28/06/2023;23;6;P;49800;;COP; ;;;;;;
23000385;PV;8574;DIRECCION DISTRITAL DE TESORERIA;27/06/2023;28/06/2023;23;6;H;637106;637106;COP; ;;;;;;
23000386;PV;9582;ETB SA ESP;27/06/2023;28/06/2023;23;6;H;5589230;5589230;COP;002;;;;;;
23000388;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;27/06/2023;28/06/2023;23;6;H;159774429;159774429;COP; ;;;;;;
23000390;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;04/07/2023;05/07/2023;23;7;H;128346530;128346530;COP; ;;;;;;
23000391;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;04/07/2023;05/07/2023;23;7;H;627241990;627241990;COP; ;;;;;;
23000392;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;04/07/2023;07/07/2023;23;7;H;4016933;4016933;COP;002;;;;;;
23000393;PV;16248;FONDO NACIONAL AMBIENTAL-FONAM;04/07/2023;05/07/2023;23;7;H;103527000;103527000;COP; ;;;;;;
23000439;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;04/07/2023;08/09/2023;23;7;H;22276481;22276481;COP; ;;;;;;
23000428;PV;14599;AIR EUROPA;05/07/2023;08/09/2023;23;7;H;40525431;40525431;COP; ;;;;;;
23000394;PV;10188;ENERTOTAL S.A. E.S.P.;06/07/2023;07/07/2023;23;7;H;163091548;163091548;COP;002;;;;;;
23000395;PV;10188;ENERTOTAL S.A. E.S.P.;06/07/2023;07/07/2023;23;7;H;895418;895418;COP;002;;;;;;
23000438;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;06/07/2023;08/09/2023;23;7;H;73198040;73198040;COP; ;;;;;;
23000396;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;07/07/2023;14/07/2023;23;7;H;1419535;1419535;COP; ;;;;;;
23000397;PV;34033;DICO TELECOMUNICACIONES S.A;07/07/2023;21/07/2023;23;7;P;115536;;COP; ;;;;;;
23000398;PV;8063;LONGPORT COLOMBIA LTDA;07/07/2023;21/07/2023;23;7;P;115536;;COP; ;;;;;;
23000399;PV;8011;COMUNICACION CELULAR SA COMCEL SA;07/07/2023;14/07/2023;23;7;H;2103920;2103920;COP; ;;;;;;
23000426;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;07/07/2023;08/09/2023;23;7;H;52704819;52704819;COP; ;;;;;;
23000429;PV;37443;ARAJET-SUCURSAL COLOMBIA;07/07/2023;08/09/2023;23;7;H;6757215;6757215;COP; ;;;;;;
23000452;PV;8030;AEROLINEAS ARGENTINAS  S.A.;07/07/2023;08/09/2023;23;7;P;15975050;;COP; ;;;;;;
23000435;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;10/07/2023;08/09/2023;23;7;H;3089783;3089783;COP; ;;;;;;
23000444;PV;28149;JETSMART AIRLINES SPA SUCURSAL COLOMBIA;10/07/2023;08/09/2023;23;7;H;5222;5222;COP; ;;;;;;
23000400;PV;10229;ENEL COLOMBIA S.A  E.S.P;11/07/2023;14/07/2023;23;7;H;9204060;9204060;COP;002;;;;;;
23000401;PV;10229;ENEL COLOMBIA S.A  E.S.P;11/07/2023;14/07/2023;23;7;H;43947580;43947580;COP;002;;;;;;
23000402;PV;8011;COMUNICACION CELULAR SA COMCEL SA;11/07/2023;21/07/2023;23;7;H;64580;64580;COP; ;;;;;;
23000403;PV;10229;ENEL COLOMBIA S.A  E.S.P;11/07/2023;14/07/2023;23;7;H;3389080;3389080;COP;002;;;;;;
23000427;PV;8277;AIR CANADA SUCURSAL COLOMBIA;11/07/2023;15/09/2023;23;7;H;58330097;58330097;COP; ;;;;;;
23000431;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;11/07/2023;15/09/2023;23;7;H;596183;19118;COP; ;;;;;;
23000436;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;11/07/2023;15/09/2023;23;7;H;41902899;41902899;COP; ;;;;;;
23000442;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;11/07/2023;15/09/2023;23;7;H;22321225;2063307;COP; ;;;;;;
23000404;PV;17347;MUNICIPIO DE FUNZA;13/07/2023;14/07/2023;23;7;H;21055000;21055000;COP; ;;;;;;
23000405;PV;10033;EAB ESP ASEO;13/07/2023;14/07/2023;23;7;H;39702310;39702310;COP; ;;;;;;
23000407;PV;10033;EAB ESP ASEO;13/07/2023;14/07/2023;23;7;H;148516570;148516570;COP; ;;;;;;
23000408;PV;14440;CSS CONSTRUCTORES S.A.;14/07/2023;14/07/2023;23;7;H;14991417782;14991417782;COP; ;;;;;;
23000409;PV;27663;SOLARTE VIVEROS DIEGO ALEJANDRO;14/07/2023;14/07/2023;23;7;H;1021693;1021693;COP; ;;;;;;
23000410;PV;27664;SOLARTE VIVEROS GABRIEL DAVID;14/07/2023;14/07/2023;23;7;H;1021693;1021693;COP; ;;;;;;
23000411;PV;27666;SOLARTE VIVEROS LUIS FERNANDO;14/07/2023;14/07/2023;23;7;H;1021693;1021693;COP; ;;;;;;
23000412;PV;14442;TERMOTECNICA COINDUSTRIAL S.A.S.;14/07/2023;14/07/2023;23;7;H;2500286074;2500286074;COP; ;;;;;;
